#フィールド外形
0,0,38,4500
0,0,3772,38
3734,0,3772,4500
0,4462, 3772,4500
#フェンス
1718,0, 1756, 2988
1718,838, 918, 876
1894,0, 918, 1932
1756, 2950, 2988, 918
#
2734,1038,2696,2988
#オブジェクト
1818,3818,1718,2988
438,4500,1318,4322
